OBJECTID,tmc,speed_limit
5682,129N05379,40
5683,129N05381,35
5684,129N05538,40
5685,129N05539,45
5686,129N05574,45
5687,129N05576,35
5688,129N05578,30
5689,129N05579,30
5690,129N05584,40
5691,129N05595,55
5692,129N05597,20
5693,129N05601,40
5694,129N05607,45
5695,129N05608,25
5696,129N05643,40
5697,129N05647,45
5698,129N05652,25
5699,129N05655,35
5700,129N05656,25
5701,129N05673,40
5702,129N05674,40
5703,129N05679,45
5704,129N05680,25
5705,129N05686,25
5706,129N05701,25
5707,129N05706,35
5708,129N05710,35
5709,129N05791,20
5710,129N05792,25
5711,129N05795,35
5712,129N05796,40
5713,129N05810,30
5714,129N05817,40
5715,129N05818,45
5716,129N05824,40
5717,129N05825,45
5718,129N05867,65
5719,129N06281,35
5720,129N06331,40
5721,129N06370,35
5722,129N06371,35
5723,129N06372,20
5724,129N06374,40
5725,129N06484,40
5726,129N07608,35
5727,129N07635,40
5728,129N08059,45
5729,129N08061,40
5730,129N08062,35
5731,129N08063,40
5732,129N08065,45
5733,129N08066,35
5734,129N08067,20
5735,129N08068,50
5736,129N08070,50
5737,129N08072,40
5738,129N08073,40
5739,129N08075,35
5740,129N08076,35
5741,129N08114,35
5742,129N08115,35
5743,129N08116,35
5744,129N08118,40
5745,129N08120,30
5746,129N08122,35
5747,129N08131,30
5748,129N08155,45
5749,129N08170,35
5750,129N08171,45
5751,129N08174,40
5752,129N08178,25
5753,129N08179,25
5754,129N08220,40
5755,129N08290,35
5756,129N08305,40
5757,129N08306,25
5758,129N08309,40
5759,129N08311,35
5760,129N08313,35
5761,129N08315,35
5762,129N08319,35
5763,129N08323,35
5764,129N08405,35
5765,129N08461,25
5766,129N08462,25
5767,129N08568,35
5768,129N08674,40
5769,129N08675,30
5770,129N08676,30
5771,129N08677,40
5772,129N08683,30
5773,129N08685,30
5774,129N08691,25
5775,129N08699,30
5776,129N08702,20
5777,129N08703,20
5778,129N08707,25
5779,129N08708,25
5780,129N08709,30
5781,129N08716,25
5782,129N08720,30
5783,129N08740,30
5784,129N08741,30
5785,129N08765,25
5786,129N08768,30
5787,129N08771,25
5788,129N08771,25
5789,129N08773,40
5790,129N08784,30
5791,129N08785,30
5792,129N08786,30
5793,129N08791,30
5794,129N08795,25
5795,129N08796,25
5796,129N08826,30
5797,129N08827,40
5798,129N08828,40
5799,129N08831,40
5800,129N08834,35
5801,129N08835,35
5802,129N08845,35
5803,129N08846,35
5804,129N08847,25
5805,129N08907,40
5806,129N08923,40
5807,129N08924,30
5808,129N08934,35
5809,129N08938,30
5810,129N08940,40
5811,129N08947,45
5812,129N08955,40
5813,129N08956,40
5814,129N08960,40
5815,129N08979,25
5816,129N08987,30
5817,129N08989,35
5818,129N09022,20
5819,129N09025,40
5820,129N09027,35
5821,129N09048,20
5822,129N09073,25
5823,129N09074,35
5824,129N09077,30
5825,129N09078,45
5826,129N09281,40
5827,129N09282,40
5828,129N09900,30
5829,129N09909,35
5830,129N10061,40
5831,129N10092,35
5832,129N10093,35
5833,129N10201,30
5834,129N10205,50
5835,129N10210,35
5836,129N10212,30
5837,129N10213,40
5838,129N10238,40
5839,129N10409,30
5840,129N10411,35
5841,129N11333,15
5842,129N11337,20
5843,129N11338,45
5844,129N13226,65
5845,129N13227,65
5846,129N14199,45
5847,129N14226,30
5848,129N15450,30
5849,129N15504,35
5850,129N16182,65
5851,129P04104,55
5852,129P04105,55
5853,129P04106,55
5854,129P04107,55
5855,129P04108,55
5856,129P04109,55
5857,129P04110,55
5858,129P04111,55
5859,129P04112,55
5860,129P04113,55
5861,129P04114,45
5862,129P04115,45
5863,129P04116,45
5864,129P04119,45
5865,129P04120,45
5866,129P04121,45
5867,129P04122,45
5868,129P04123,45
5869,129P04124,45
5870,129P04127,55
5871,129P04128,55
5872,129P04129,55
5873,129P04130,55
5874,129P04131,65
5875,129P04132,65
5876,129P04133,65
5877,129P04134,65
5878,129P04135,65
5879,129P04136,65
5880,129P04137,65
5881,129P04138,65
5882,129P04139,65
5883,129P04140,65
5884,129P04141,65
5885,129P04142,65
5886,129P04143,65
5887,129P04144,65
5888,129P04145,65
5889,129P04178,60
5890,129P04179,60
5891,129P04180,60
5892,129P04181,60
5893,129P04182,60
5894,129P04183,60
5895,129P04184,60
5896,129P04185,60
5897,129P04186,60
5898,129P04187,60
5899,129P04188,60
5900,129P04189,60
5901,129P04190,60
5902,129P04191,60
5903,129P04192,60
5904,129P04193,55
5905,129P04194,55
5906,129P04195,50
5907,129P04243,55
5908,129P04244,55
5909,129P04245,55
5910,129P04246,55
5911,129P04247,55
5912,129P04248,55
5913,129P04249,55
5914,129P04250,55
5915,129P04251,55
5916,129P04252,55
5917,129P04253,55
5918,129P04254,55
5919,129P04262,40
5920,129P04263,40
5921,129P04264,55
5922,129P04265,55
5923,129P04266,55
5924,129P04267,55
5925,129P04268,55
5926,129P04269,55
5927,129P04270,55
5928,129P04271,35
5929,129P04272,35
5930,129P04274,65
5931,129P04275,65
5932,129P04276,65
5933,129P04277,65
5934,129P04278,65
5935,129P04279,65
5936,129P04280,65
5937,129P04281,65
5938,129P04282,65
5939,129P04283,65
5940,129P04284,65
5941,129P04285,65
5942,129P04286,65
5943,129P04287,65
5944,129P04288,65
5945,129P04289,65
5946,129P04290,65
5947,129P04291,65
5948,129P04292,65
5949,129P04293,65
5950,129P04294,65
5951,129P04295,65
5952,129P04296,65
5953,129P04297,65
5954,129P04298,65
5955,129P04299,65
5956,129P04300,65
5957,129P04301,65
5958,129P04302,65
5959,129P04303,65
5960,129P04304,65
5961,129P04305,65
5962,129P04306,65
5963,129P04307,65
5964,129P04308,65
5965,129P04309,65
5966,129P04310,65
5967,129P04311,55
5968,129P04312,55
5969,129P04313,55
5970,129P04314,55
5971,129P04315,65
5972,129P04316,65
5973,129P04317,65
5974,129P04318,65
5975,129P04319,65
5976,129P04320,65
5977,129P04321,65
5978,129P04322,65
5979,129P04323,65
5980,129P04324,65
5981,129P04325,45
5982,129P04326,55
5983,129P04327,50
5984,129P04328,50
5985,129P04329,50
5986,129P04331,55
5987,129P04332,55
5988,129P04333,55
5989,129P04334,55
5990,129P04335,55
5991,129P04336,55
5992,129P04337,55
5993,129P04338,55
5994,129P04400,55
5995,129P04401,55
5996,129P04402,55
5997,129P04403,55
5998,129P04404,55
5999,129P04405,55
6000,129P04406,55
6001,129P04407,55
6002,129P04409,25
6003,129P04410,25
6004,129P04411,25
6005,129P04412,25
6006,129P04413,25
6007,129P04414,35
6008,129P04416,50
6009,129P04417,50
6010,129P04418,50
6011,129P04419,55
6012,129P04420,50
6013,129P04421,50
6014,129P04442,65
6015,129P04443,65
6016,129P04444,65
6017,129P04445,65
6018,129P04446,65
6019,129P04447,65
6020,129P04448,65
6021,129P04449,65
6022,129P04450,65
6023,129P04451,60
6024,129P04460,65
6025,129P04461,65
6026,129P04462,40
6027,129P04479,45
6028,129P04480,55
6029,129P04481,55
6030,129P04613,65
6031,129P04614,65
6032,129P04615,45
6033,129P04623,65
6034,129P04624,65
6035,129P04625,65
6036,129P04626,65
6037,129P04627,65
6038,129P04628,65
6039,129P04638,55
6040,129P04639,55
6041,129P04640,55
6042,129P04641,55
6043,129P04642,55
6044,129P04643,55
6045,129P04644,55
6046,129P04663,55
6047,129P04664,55
6048,129P04665,55
6049,129P04666,55
6050,129P04667,55
6051,129P04743,45
6052,129P04744,55
6053,129P04745,45
6054,129P04746,45
6055,129P04747,45
6056,129P04747,45
6057,129P04750,45
6058,129P04750,45
6059,129P04751,40
6060,129P04751,40
6061,129P04752,25
6062,129P04756,45
6063,129P04771,50
6064,129P04772,50
6065,129P04773,50
6066,129P04774,50
6067,129P04775,50
6068,129P04776,50
6069,129P04779,50
6070,129P04781,50
6071,129P04782,50
6072,129P04783,50
6073,129P04784,50
6074,129P04785,50
6075,129P04787,45
6076,129P04788,45
6077,129P04791,50
6078,129P04793,40
6079,129P04797,45
6080,129P04798,50
6081,129P04799,50
6082,129P04801,45
6083,129P04803,55
6084,129P04804,50
6085,129P04808,45
6086,129P04809,45
6087,129P04810,50
6088,129P04813,50
6089,129P04816,40
6090,129P04817,45
6091,129P04819,40
6092,129P04820,40
6093,129P04823,40
6094,129P04824,40
6095,129P04826,50
6096,129P04827,50
6097,129P04830,40
6098,129P04832,45
6099,129P04833,50
6100,129P04835,35
6101,129P04837,35
6102,129P05316,40
6103,129P05320,25
6104,129P05322,45
6105,129P05367,45
6106,129P05369,30
6107,129P05371,40
6108,129P05375,30
6109,129P05378,40
6110,129P05379,40
6111,129P05381,35
6112,129P05538,40
6113,129P05539,45
6114,129P05541,25
6115,129P05574,45
6116,129P05576,45
6117,129P05584,40
6118,129P05595,55
6119,129P05601,45
6120,129P05607,30
6121,129P05608,25
6122,129P05641,30
6123,129P05642,25
6124,129P05645,35
6125,129P05647,45
6126,129P05649,35
6127,129P05656,25
6128,129P05673,40
6129,129P05674,40
6130,129P05675,40
6131,129P05679,45
6132,129P05680,25
6133,129P05686,25
6134,129P05692,40
6135,129P05693,40
6136,129P05701,25
6137,129P05706,35
6138,129P05707,25
6139,129P05710,35
6140,129P05789,45
6141,129P05791,20
6142,129P05792,25
6143,129P05795,35
6144,129P05796,40
6145,129P05810,30
6146,129P05817,40
6147,129P05818,45
6148,129P05825,45
6149,129P05867,55
6150,129P06281,35
6151,129P06331,40
6152,129P06370,35
6153,129P06371,35
6154,129P06372,20
6155,129P06484,40
6156,129P07608,35
6157,129P07635,40
6158,129P08059,45
6159,129P08061,40
6160,129P08062,35
6161,129P08063,35
6162,129P08065,45
6163,129P08066,35
6164,129P08067,20
6165,129P08068,50
6166,129P08072,40
6167,129P08073,25
6168,129P08075,35
6169,129P08076,35
6170,129P08114,35
6171,129P08118,40
6172,129P08122,35
6173,129P08155,45
6174,129P08163,35
6175,129P08170,35
6176,129P08171,45
6177,129P08174,40
6178,129P08178,25
6179,129P08179,25
6180,129P08290,35
6181,129P08305,40
6182,129P08306,25
6183,129P08309,40
6184,129P08311,35
6185,129P08313,35
6186,129P08315,35
6187,129P08319,35
6188,129P08459,30
6189,129P08459,30
6190,129P08461,25
6191,129P08462,25
6192,129P08674,40
6193,129P08675,30
6194,129P08676,30
6195,129P08677,40
6196,129P08681,30
6197,129P08683,30
6198,129P08685,30
6199,129P08702,20
6200,129P08703,20
6201,129P08707,25
6202,129P08708,25
6203,129P08708,25
6204,129P08709,30
6205,129P08716,30
6206,129P08720,30
6207,129P08722,30
6208,129P08740,30
6209,129P08741,30
6210,129P08760,25
6211,129P08765,25
6212,129P08768,30
6213,129P08773,40
6214,129P08785,30
6215,129P08786,30
6216,129P08790,30
6217,129P08792,30
6218,129P08795,25
6219,129P08796,25
6220,129P08825,30
6221,129P08827,35
6222,129P08831,40
6223,129P08832,45
6224,129P08834,35
6225,129P08835,35
6226,129P08844,35
6227,129P08845,35
6228,129P08847,25
6229,129P08902,35
6230,129P08907,40
6231,129P08908,30
6232,129P08910,25
6233,129P08923,40
6234,129P08924,30
6235,129P08928,35
6236,129P08929,25
6237,129P08936,20
6238,129P08938,30
6239,129P08940,40
6240,129P08955,40
6241,129P08956,40
6242,129P08979,25
6243,129P08987,30
6244,129P08987,30
6245,129P08988,35
6246,129P08989,35
6247,129P09021,35
6248,129P09022,20
6249,129P09025,35
6250,129P09027,35
6251,129P09048,20
6252,129P09073,25
6253,129P09074,25
6254,129P09077,30
6255,129P09078,45
6256,129P09281,40
6257,129P09282,40
6258,129P09900,30
6259,129P09938,25
6260,129P09939,30
6261,129P09940,30
6262,129P10008,35
6263,129P10061,40
6264,129P10092,35
6265,129P10093,35
6266,129P10201,30
6267,129P10205,50
6268,129P10210,35
6269,129P10212,30
6270,129P10213,40
6271,129P10238,40
6272,129P10409,30
6273,129P10411,35
6274,129P11333,15
6275,129P11337,35
6276,129P11338,45
6277,129P13226,55
6278,129P13227,65
6279,129P14199,45
6280,129P14212,30
6281,129P14226,30
6282,129P15504,35
6283,129P16182,65
